script,analysis/code_genealogy.py,analysis/generate_script_catalog.py,attention_probe.py,audit_configs.py,base_general.py,benchmark_hidden_transfer.py,benchmark_ppn_transport.py,benchmark_vllm_generation.py,build_coverage_queue.py,build_dataset.py,build_deciepoch_subset.py,build_mahalanobis.py,build_score_filtered_dataset.py,build_teacher_cache.py,cache_generation_gate.py,cache_null_probe.py,chain_ppp8_when_ready.sh,compare_lora_checkpoints.py,compare_v3_deltas.py,compare_v4_shard_numerics.py,conclusion_check.py,convert_deepseek_native_to_hf.py,convert_responses_tokenizer.py,cpu_watch.sh,delta_profiles.py,demo_35b_answers.sh,demo_deepseek_bf16.sh,demo_deepseek_retry.sh,demos/ppn_demo.sh,demos/ppn_partition_demo.py,demos/ppn_partition_readable.py,demos/ppn_stage_demo.py,demos/ppp_demo.sh,demos/ppp_independent_stage_demo.py,dequantize_snapshot.py,destruct_eval.py,download_mlt2.sh,evaluate.py,evaluate_v31_4b_full_standard.sh,evaluate_vllm_mixed_result.py,fetch_poem.py,fetch_quijote.py,forget_curves.py,frontier_recall.py,fuse_experts_snapshot.py,gen_pareto_v2_screen.py,generate.py,gpu_health.sh,gpu_lease.sh,gpu_scheduler.sh,gpu_speed_backfill.sh,gpu_util_monitor.sh,gpu_watchdog.sh,grid_tile_bench.py,group_reports_v2.py,hourly_evidence_check.sh,l40s_exec.sh,l40s_setup.sh,l40s_train_v3.sh,l40s_vllm_teacher_campaign.sh,launch_dsflash_ppp8x.sh,launch_g31b_ppp5x.sh,launch_g31b_ppp8x.sh,launch_g31b_v4.sh,launch_q0p6b_ppp2x_test.sh,launch_q0p6b_ppp3x_test.sh,launch_q122b_ppp8x.sh,launch_q122b_ppp8x_adam.sh,launch_q122b_ppp8x_evalin.sh,launch_q397b_ppp8x.sh,launch_q397b_ppp8x_adam.sh,launch_v32r_score100_campaign.sh,launch_v4_stages.sh,layer_delta_timeline.py,layer_loss_plots.py,layer_swap.py,logit_lens.py,lossgrid_health_monitor.sh,lossgrid_report.py,lossgrid_visuals.py,memory_plan.py,merge_v4_adapters.py,model_matrix.py,moe_router_probe.py,overnight_27b_online.sh,parallel_bench.py,pipeline_tail.sh,ppn_partition.py,premise_gate.py,qualitative_chat_review.py,rag_generation_gate.py,recite_long.py,refresh_report_v2_index.py,refresh_v31_0p8b_full_damage_reports.sh,refresh_v31_reports.sh,render_programmer_walkthrough.py,report_pdf_v2.py,report_shipper.sh,report_v2.py,results_refresher.sh,retention_eval.py,run_m1_legs.sh,run_speed_check_monitored.sh,sample_gpu_telemetry.sh,sample_process_telemetry.sh,sanity_chat.py,shell_helpers.py,signal_attribution.py,slurm_h100.sbatch,smoke_family.py,spec_verify_122b.sbatch,spec_verify_batch.sbatch,spec_verify_matrix.sh,speed_check.py,stage_hf_cache.sh,stage_teacher_cache_shm.sh,standard_destruction_eval.py,stop_g31b_at25.sh,stop_v32r_score100_campaign.sh,summarize_standard_destruction.py,surprise_probe.py,tasks_report.py,teacher_ceiling.py,train.py,train_and_report.py,train_batch_bench.py,train_certify.py,train_oom_backoff.py,train_tuned_lens.py,v31_bk_cohort_probe.py,v31_bk_smoke.py,v3_smoke.py,v4_battery.py,v4_stage_reaper.sh,variants/_forward.py,variants/build_teacher_cache_answers.py,variants/build_teacher_cache_full.py,variants/build_teacher_cache_index.py,variants/destruct_base_fast.py,variants/destruct_base_full.py,variants/destruct_checkpoint_fast.py,variants/destruct_checkpoint_full.py,variants/evaluate_base.py,variants/evaluate_checkpoint.py,variants/evaluate_layer_residuals.py,variants/logit_lens_raw.py,variants/logit_lens_tuned.py,variants/parallel_bench_pipeline_2gpu.py,variants/parallel_bench_single.py,variants/parallel_bench_tensor_2gpu.py,variants/smoke_family_all.py,variants/smoke_family_default.py,variants/smoke_family_selected.py,variants/standard_destruction_base.py,variants/standard_destruction_checkpoint.py,variants/teacher_ceiling_chapter_context.py,variants/teacher_ceiling_full_context.py,variants/teacher_ceiling_no_context.py,variants/teacher_ceiling_window_context.py,variants/train_certify_all.py,variants/train_certify_list.py,variants/train_certify_selected.py,vendor_standard_eval.py,venv_check.sh,venv_setup.sh,verify_vllm_teacher_forced.py,vllm_2node_smoke.py,vllm_h100_eager_shared_queue.sh,vllm_h100_mixed_budget_campaign.sh,vllm_h100_overnight_queue.sh,vllm_h100_qwen06_32k_capacity.sh,vllm_h100_qwen35_shared_queue.sh,vllm_h100_rest_of_day.sh,vllm_longdraft.py,vllm_prefill_verify.py,vram_guard.sh,wait_m1_then_g26b_e500.sh,warm_python_runtime.sh
generate.py,1.000000000,1.000000000,0.944134078,0.826815642,0.988826816,0.927374302,0.927374302,0.864150943,0.843575419,0.854748603,0.910614525,0.865921788,0.921787709,0.951890034,0.938547486,0.871508380,1.000000000,0.905027933,0.916201117,0.888268156,0.888268156,0.877094972,0.938547486,1.000000000,0.916201117,1.000000000,1.000000000,1.000000000,1.000000000,0.832402235,0.864779874,0.837988827,1.000000000,0.899441341,0.854748603,0.905027933,1.000000000,0.863281250,1.000000000,0.888268156,0.916201117,0.854748603,0.860335196,0.960893855,0.854748603,0.899441341,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.860360360,0.858638743,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.837988827,0.877094972,0.955307263,0.938547486,1.000000000,0.826815642,0.893854749,0.888268156,0.893854749,0.865921788,0.893854749,1.000000000,0.888268156,1.000000000,0.927374302,0.994413408,0.837988827,0.921787709,0.910614525,0.988826816,1.000000000,1.000000000,0.852040816,0.882681564,1.000000000,0.934993084,1.000000000,0.921311475,1.000000000,1.000000000,1.000000000,1.000000000,0.944134078,0.921787709,0.955307263,1.000000000,0.893854749,1.000000000,1.000000000,1.000000000,0.864583333,1.000000000,1.000000000,0.865671642,1.000000000,1.000000000,0.882681564,0.910614525,0.852017937,0.860215054,0.944134078,0.916201117,0.865740741,0.852272727,0.927374302,0.905027933,0.888268156,0.907103825,0.854077253,0.893854749,1.000000000,0.960893855,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.921787709,1.000000000,1.000000000,0.882681564,0.938547486,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.910614525,0.860335196,1.000000000,1.000000000,1.000000000
gpu_health.sh,0.996168582,0.995689655,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.961538462,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.961538462,1.000000000,0.961538462,0.961538462,0.961538462,0.971698113,1.000000000,1.000000000,1.000000000,0.969387755,1.000000000,1.000000000,1.000000000,0.961538462,1.000000000,0.968750000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0.989690722,0.988047809,0.960784314,1.000000000,0.965517241,1.000000000,1.000000000,0.945454545,0.939393939,0.961538462,0.952380952,0.956521739,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.939393939,0.974358974,1.000000000,1.000000000,1.000000000,1.000000000,0.968750000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.944444444,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941176471,0.939393939,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.982456140,0.961538462,0.978723404,0.978494624,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.973684211,0.961538462,1.000000000,0.961538462,0.961538462,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.971428571,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.971428571,0.942857143,1.000000000,1.000000000,0.943396226,0.954545455,0.966292135,0.923076923,0.942857143,0.961538462,1.000000000,1.000000000,0.961538462,0.961538462,1.000000000
gpu_lease.sh,0.993127148,0.982817869,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.996563574,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.993127148,1.000000000,1.000000000,1.000000000,1.000000000,0.958762887,1.000000000,1.000000000,1.000000000,0.958762887,1.000000000,1.000000000,1.000000000,0.989690722,1.000000000,0.986254296,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.989690722,0.000000000,0.958762887,0.969072165,0.989690722,0.993127148,1.000000000,1.000000000,0.975945017,0.969072165,0.996563574,0.986254296,0.975945017,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.993127148,0.962199313,1.000000000,1.000000000,1.000000000,1.000000000,0.965635739,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.993127148,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.989690722,0.979381443,1.000000000,1.000000000,0.993127148,1.000000000,0.989690722,1.000000000,0.986254296,0.989690722,0.969072165,0.962199313,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.996563574,0.996563574,0.996563574,1.000000000,0.972508591,0.989690722,1.000000000,0.989690722,0.993127148,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.979381443,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.989690722,0.982817869,1.000000000,1.000000000,0.975945017,0.969072165,0.965635739,0.996563574,0.989690722,1.000000000,1.000000000,1.000000000,0.993127148,0.993127148,0.986254296
gpu_scheduler.sh,1.000000000,0.996015936,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.996015936,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.992031873,1.000000000,1.000000000,1.000000000,1.000000000,0.952191235,1.000000000,1.000000000,1.000000000,0.948207171,1.000000000,1.000000000,1.000000000,0.988047809,1.000000000,0.980079681,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.988047809,0.958762887,0.000000000,0.964143426,0.988047809,0.976095618,1.000000000,1.000000000,0.972111554,0.964143426,0.996015936,0.988047809,0.964143426,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.992031873,0.948207171,1.000000000,1.000000000,1.000000000,1.000000000,0.968127490,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.992031873,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.984063745,0.976095618,1.000000000,1.000000000,0.988047809,1.000000000,0.984063745,1.000000000,0.984063745,0.988047809,0.968127490,0.960159363,1.000000000,1.000000000,1.000000000,0.988047809,1.000000000,0.996015936,0.996015936,1.000000000,1.000000000,0.968127490,0.988047809,1.000000000,0.988047809,0.992031873,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.968127490,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.988047809,0.980079681,1.000000000,1.000000000,0.968127490,0.944223108,0.952191235,0.996015936,0.988047809,1.000000000,1.000000000,1.000000000,0.992031873,0.988047809,0.984063745
gpu_speed_backfill.sh,0.992337165,0.991379310,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941176471,1.000000000,1.000000000,1.000000000,1.000000000,0.933962264,1.000000000,1.000000000,1.000000000,0.938775510,1.000000000,1.000000000,1.000000000,0.960784314,1.000000000,0.941176471,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.960784314,0.969072165,0.964143426,0.000000000,0.882352941,0.941176471,1.000000000,1.000000000,0.909090909,0.939393939,0.960784314,0.980392157,0.956521739,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.960784314,0.931623932,1.000000000,1.000000000,1.000000000,1.000000000,0.906250000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.980392157,1.000000000,0.980392157,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.960784314,0.921568627,1.000000000,1.000000000,0.941176471,1.000000000,0.941176471,1.000000000,1.000000000,0.921568627,0.921568627,0.935483871,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.980392157,0.980392157,0.980392157,1.000000000,0.941176471,0.941176471,1.000000000,0.980392157,0.941176471,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.882352941,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.957142857,0.921568627,1.000000000,1.000000000,0.981132075,0.943181818,0.977528090,0.980392157,0.980392157,1.000000000,1.000000000,1.000000000,0.960784314,0.980392157,0.941176471
gpu_util_monitor.sh,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.937500000,1.000000000,1.000000000,1.000000000,1.000000000,0.971698113,1.000000000,1.000000000,1.000000000,0.969387755,1.000000000,1.000000000,1.000000000,0.954545455,1.000000000,0.937500000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.989690722,0.988047809,0.882352941,0.000000000,0.965517241,1.000000000,1.000000000,0.945454545,0.969696970,0.941176471,0.952380952,0.989130435,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.939393939,0.965811966,1.000000000,1.000000000,1.000000000,1.000000000,0.937500000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.972222222,1.000000000,0.937500000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941176471,0.939393939,1.000000000,1.000000000,0.937500000,1.000000000,0.937500000,1.000000000,0.982456140,0.913043478,0.893617021,0.935483871,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.950000000,0.944444444,0.971428571,1.000000000,0.894736842,0.869565217,1.000000000,0.937500000,0.913043478,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.885714286,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.971428571,0.942857143,1.000000000,1.000000000,0.962264151,0.988636364,0.988764045,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.950000000,1.000000000,0.918918919
gpu_watchdog.sh,1.000000000,0.995689655,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.965517241,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.965517241,1.000000000,1.000000000,1.000000000,1.000000000,0.971698113,1.000000000,1.000000000,1.000000000,0.979591837,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.968750000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.965517241,0.993127148,0.976095618,0.941176471,0.965517241,0.000000000,1.000000000,1.000000000,0.945454545,0.984848485,1.000000000,0.976190476,0.967391304,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.974358974,1.000000000,1.000000000,1.000000000,1.000000000,0.953125000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.972222222,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941176471,0.939393939,1.000000000,1.000000000,0.931034483,1.000000000,0.965517241,1.000000000,0.982456140,1.000000000,0.978723404,0.967741935,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.973684211,1.000000000,1.000000000,0.965517241,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.942857143,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.971428571,1.000000000,1.000000000,0.962264151,0.965909091,0.988764045,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.965517241,0.972972973
grid_tile_bench.py,1.000000000,1.000000000,0.941441441,0.837837838,0.977477477,0.918918919,0.950450450,0.875471698,0.860360360,0.869369369,0.918918919,0.869369369,0.914414414,0.941580756,0.950450450,0.846846847,1.000000000,0.918918919,0.923423423,0.896396396,0.896396396,0.855855856,0.936936937,1.000000000,0.932432432,1.000000000,1.000000000,1.000000000,1.000000000,0.873873874,0.867924528,0.878378378,1.000000000,0.923423423,0.864864865,0.900900901,1.000000000,0.878906250,1.000000000,0.905405405,0.927927928,0.855855856,0.873873874,0.941441441,0.855855856,0.918918919,0.860360360,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0.869369369,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.869369369,0.869369369,0.945945946,0.936936937,1.000000000,0.855855856,0.909909910,0.864864865,0.905405405,0.882882883,0.896396396,1.000000000,0.851351351,1.000000000,0.936936937,0.986486486,0.869369369,0.936936937,0.905405405,0.990990991,1.000000000,1.000000000,0.878378378,0.900900901,1.000000000,0.933609959,1.000000000,0.919672131,1.000000000,1.000000000,1.000000000,1.000000000,0.932432432,0.945945946,0.914414414,1.000000000,0.891891892,1.000000000,1.000000000,1.000000000,0.864864865,1.000000000,1.000000000,0.841791045,1.000000000,1.000000000,0.882882883,0.873873874,0.905829596,0.873873874,0.927927928,0.909909910,0.842342342,0.856060606,0.936936937,0.896396396,0.869369369,0.882882883,0.879828326,0.891891892,1.000000000,0.968468468,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.918918919,1.000000000,1.000000000,0.860360360,0.941441441,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.914414414,0.878378378,1.000000000,1.000000000,1.000000000
group_reports_v2.py,1.000000000,1.000000000,0.916230366,0.827225131,0.984293194,0.916230366,0.931937173,0.867924528,0.827225131,0.853403141,0.905759162,0.858638743,0.916230366,0.947308133,0.937172775,0.848167539,1.000000000,0.905759162,0.910994764,0.874345550,0.890052356,0.863874346,0.926701571,1.000000000,0.916230366,1.000000000,1.000000000,1.000000000,1.000000000,0.853403141,0.867924528,0.853403141,1.000000000,0.916230366,0.848167539,0.900523560,1.000000000,0.859375000,1.000000000,0.895287958,0.916230366,0.832460733,0.827225131,0.942408377,0.837696335,0.890052356,0.858638743,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.869369369,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.821989529,0.816753927,0.937172775,0.905759162,1.000000000,0.827225131,0.869109948,0.848167539,0.890052356,0.874345550,0.879581152,1.000000000,0.863874346,1.000000000,0.931937173,0.989528796,0.858638743,0.926701571,0.890052356,0.989528796,1.000000000,1.000000000,0.882653061,0.863874346,1.000000000,0.910096819,1.000000000,0.921311475,1.000000000,1.000000000,1.000000000,1.000000000,0.931937173,0.937172775,0.937172775,1.000000000,0.890052356,1.000000000,1.000000000,1.000000000,0.885416667,1.000000000,1.000000000,0.862686567,1.000000000,1.000000000,0.884816754,0.837696335,0.852017937,0.890052356,0.931937173,0.910994764,0.865740741,0.844696970,0.937172775,0.895287958,0.874345550,0.895287958,0.866952790,0.895287958,1.000000000,0.963350785,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.910994764,1.000000000,1.000000000,0.869109948,0.937172775,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.905759162,0.863874346,1.000000000,1.000000000,1.000000000
hourly_evidence_check.sh,0.996168582,0.991379310,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.981818182,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.945454545,1.000000000,0.981818182,0.981818182,0.981818182,0.943396226,1.000000000,1.000000000,1.000000000,0.938775510,1.000000000,1.000000000,1.000000000,0.927272727,1.000000000,0.909090909,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.945454545,0.975945017,0.972111554,0.909090909,0.945454545,0.945454545,1.000000000,1.000000000,0.000000000,0.969696970,0.963636364,0.981818182,0.934782609,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.981818182,0.957264957,1.000000000,1.000000000,1.000000000,1.000000000,0.890625000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.945454545,0.945454545,1.000000000,1.000000000,0.963636364,1.000000000,0.963636364,1.000000000,0.982456140,0.909090909,0.945454545,0.946236559,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.981818182,0.963636364,1.000000000,0.981818182,0.981818182,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.963636364,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.909090909,1.000000000,1.000000000,1.000000000,0.954545455,0.977528090,0.981818182,0.981818182,1.000000000,1.000000000,1.000000000,0.963636364,0.963636364,0.963636364
