script,analysis/code_genealogy.py,analysis/generate_script_catalog.py,attention_probe.py,audit_configs.py,base_general.py,benchmark_hidden_transfer.py,benchmark_ppn_transport.py,benchmark_vllm_generation.py,build_coverage_queue.py,build_dataset.py,build_deciepoch_subset.py,build_mahalanobis.py,build_score_filtered_dataset.py,build_teacher_cache.py,cache_generation_gate.py,cache_null_probe.py,chain_ppp8_when_ready.sh,compare_lora_checkpoints.py,compare_v3_deltas.py,compare_v4_shard_numerics.py,conclusion_check.py,convert_deepseek_native_to_hf.py,convert_responses_tokenizer.py,cpu_watch.sh,delta_profiles.py,demo_35b_answers.sh,demo_deepseek_bf16.sh,demo_deepseek_retry.sh,demos/ppn_demo.sh,demos/ppn_partition_demo.py,demos/ppn_partition_readable.py,demos/ppn_stage_demo.py,demos/ppp_demo.sh,demos/ppp_independent_stage_demo.py,dequantize_snapshot.py,destruct_eval.py,download_mlt2.sh,evaluate.py,evaluate_v31_4b_full_standard.sh,evaluate_vllm_mixed_result.py,fetch_poem.py,fetch_quijote.py,forget_curves.py,frontier_recall.py,fuse_experts_snapshot.py,gen_pareto_v2_screen.py,generate.py,gpu_health.sh,gpu_lease.sh,gpu_scheduler.sh,gpu_speed_backfill.sh,gpu_util_monitor.sh,gpu_watchdog.sh,grid_tile_bench.py,group_reports_v2.py,hourly_evidence_check.sh,l40s_exec.sh,l40s_setup.sh,l40s_train_v3.sh,l40s_vllm_teacher_campaign.sh,launch_dsflash_ppp8x.sh,launch_g31b_ppp5x.sh,launch_g31b_ppp8x.sh,launch_g31b_v4.sh,launch_q0p6b_ppp2x_test.sh,launch_q0p6b_ppp3x_test.sh,launch_q122b_ppp8x.sh,launch_q122b_ppp8x_adam.sh,launch_q122b_ppp8x_evalin.sh,launch_q397b_ppp8x.sh,launch_q397b_ppp8x_adam.sh,launch_v32r_score100_campaign.sh,launch_v4_stages.sh,layer_delta_timeline.py,layer_loss_plots.py,layer_swap.py,logit_lens.py,lossgrid_health_monitor.sh,lossgrid_report.py,lossgrid_visuals.py,memory_plan.py,merge_v4_adapters.py,model_matrix.py,moe_router_probe.py,overnight_27b_online.sh,parallel_bench.py,pipeline_tail.sh,ppn_partition.py,premise_gate.py,qualitative_chat_review.py,rag_generation_gate.py,recite_long.py,refresh_report_v2_index.py,refresh_v31_0p8b_full_damage_reports.sh,refresh_v31_reports.sh,render_programmer_walkthrough.py,report_pdf_v2.py,report_shipper.sh,report_v2.py,results_refresher.sh,retention_eval.py,run_m1_legs.sh,run_speed_check_monitored.sh,sample_gpu_telemetry.sh,sample_process_telemetry.sh,sanity_chat.py,shell_helpers.py,signal_attribution.py,slurm_h100.sbatch,smoke_family.py,spec_verify_122b.sbatch,spec_verify_batch.sbatch,spec_verify_matrix.sh,speed_check.py,stage_hf_cache.sh,stage_teacher_cache_shm.sh,standard_destruction_eval.py,stop_g31b_at25.sh,stop_v32r_score100_campaign.sh,summarize_standard_destruction.py,surprise_probe.py,tasks_report.py,teacher_ceiling.py,train.py,train_and_report.py,train_batch_bench.py,train_certify.py,train_oom_backoff.py,train_tuned_lens.py,v31_bk_cohort_probe.py,v31_bk_smoke.py,v3_smoke.py,v4_battery.py,v4_stage_reaper.sh,variants/_forward.py,variants/build_teacher_cache_answers.py,variants/build_teacher_cache_full.py,variants/build_teacher_cache_index.py,variants/destruct_base_fast.py,variants/destruct_base_full.py,variants/destruct_checkpoint_fast.py,variants/destruct_checkpoint_full.py,variants/evaluate_base.py,variants/evaluate_checkpoint.py,variants/evaluate_layer_residuals.py,variants/logit_lens_raw.py,variants/logit_lens_tuned.py,variants/parallel_bench_pipeline_2gpu.py,variants/parallel_bench_single.py,variants/parallel_bench_tensor_2gpu.py,variants/smoke_family_all.py,variants/smoke_family_default.py,variants/smoke_family_selected.py,variants/standard_destruction_base.py,variants/standard_destruction_checkpoint.py,variants/teacher_ceiling_chapter_context.py,variants/teacher_ceiling_full_context.py,variants/teacher_ceiling_no_context.py,variants/teacher_ceiling_window_context.py,variants/train_certify_all.py,variants/train_certify_list.py,variants/train_certify_selected.py,vendor_standard_eval.py,venv_check.sh,venv_setup.sh,verify_vllm_teacher_forced.py,vllm_2node_smoke.py,vllm_h100_eager_shared_queue.sh,vllm_h100_mixed_budget_campaign.sh,vllm_h100_overnight_queue.sh,vllm_h100_qwen06_32k_capacity.sh,vllm_h100_qwen35_shared_queue.sh,vllm_h100_rest_of_day.sh,vllm_longdraft.py,vllm_prefill_verify.py,vram_guard.sh,wait_m1_then_g26b_e500.sh,warm_python_runtime.sh
ppn_partition.py,1.000000000,1.000000000,0.923913043,0.922155689,0.938775510,0.828125000,0.693877551,0.939622642,0.901785714,0.890909091,0.790322581,0.873786408,0.812500000,0.986254296,0.755102041,0.913907285,1.000000000,0.786885246,0.838709677,0.791044776,0.835820896,0.913294798,0.673469388,1.000000000,0.854545455,1.000000000,1.000000000,1.000000000,1.000000000,0.864077670,0.852201258,0.849462366,1.000000000,0.785714286,0.889705882,0.852272727,1.000000000,0.949218750,1.000000000,0.826666667,0.838709677,0.936708861,0.913043478,0.836734694,0.906250000,0.822580645,0.927374302,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.936936937,0.931937173,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.877192982,0.924137931,0.857142857,0.902777778,1.000000000,0.908396947,0.917431193,0.936046512,0.794117647,0.887755102,0.900000000,1.000000000,0.923529412,1.000000000,0.000000000,0.938775510,0.884615385,0.745762712,0.867469880,0.959183673,1.000000000,1.000000000,0.938775510,0.918181818,1.000000000,0.982019364,1.000000000,0.977049180,1.000000000,1.000000000,1.000000000,1.000000000,0.826923077,0.795918367,0.897959184,1.000000000,0.927536232,1.000000000,1.000000000,1.000000000,0.906250000,1.000000000,1.000000000,0.958208955,1.000000000,1.000000000,0.813333333,0.930635838,0.955156951,0.924731183,0.795918367,0.764705882,0.939814815,0.946969697,0.766666667,0.890109890,0.918750000,0.928961749,0.935622318,0.897959184,1.000000000,0.857142857,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.816326531,1.000000000,1.000000000,0.908536585,0.822580645,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.794117647,0.879032258,1.000000000,1.000000000,1.000000000
premise_gate.py,1.000000000,1.000000000,0.978260870,0.988023952,0.750000000,0.968750000,0.925000000,0.988679245,0.973214286,0.972727273,0.951612903,0.970873786,0.953125000,0.996563574,0.916666667,0.980132450,1.000000000,0.950819672,0.967741935,0.955223881,0.970149254,0.982658960,0.926829268,1.000000000,0.963636364,1.000000000,1.000000000,1.000000000,1.000000000,0.980582524,0.993710692,0.978494624,1.000000000,0.964285714,0.985294118,0.965909091,1.000000000,0.988281250,1.000000000,0.960000000,0.951612903,0.987341772,0.978260870,0.925925926,0.987500000,0.983870968,0.994413408,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.986486486,0.989528796,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.973684211,0.986206897,0.957446809,0.972222222,1.000000000,0.977099237,0.990825688,0.982558140,0.955882353,0.979591837,0.980000000,1.000000000,0.982352941,1.000000000,0.938775510,0.000000000,0.976923077,0.966101695,0.963855422,0.857142857,1.000000000,1.000000000,0.994897959,0.990909091,1.000000000,0.997233748,1.000000000,0.995081967,1.000000000,1.000000000,1.000000000,1.000000000,0.942307692,0.979166667,0.959183673,1.000000000,0.985507246,1.000000000,1.000000000,1.000000000,0.984375000,1.000000000,1.000000000,0.991044776,1.000000000,1.000000000,0.960000000,0.988439306,0.986547085,0.983870968,0.948717949,0.941176471,0.986111111,0.988636364,0.950000000,0.967032967,0.981250000,0.983606557,0.987124464,0.979591837,1.000000000,0.904761905,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.930232558,1.000000000,1.000000000,0.981707317,0.983870968,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.970588235,0.983870968,1.000000000,1.000000000,1.000000000
qualitative_chat_review.py,1.000000000,1.000000000,0.915384615,0.820359281,0.953846154,0.892307692,0.884615385,0.871698113,0.830769231,0.838461538,0.884615385,0.815384615,0.884615385,0.958762887,0.884615385,0.860927152,1.000000000,0.876923077,0.884615385,0.830769231,0.838461538,0.849710983,0.900000000,1.000000000,0.884615385,1.000000000,1.000000000,1.000000000,1.000000000,0.807692308,0.905660377,0.800000000,1.000000000,0.861538462,0.860294118,0.838461538,1.000000000,0.863281250,1.000000000,0.846153846,0.884615385,0.848101266,0.869565217,0.915384615,0.843750000,0.869230769,0.837988827,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.869369369,0.858638743,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.830769231,0.875862069,0.884615385,0.876923077,1.000000000,0.862595420,0.892307692,0.860465116,0.861538462,0.838461538,0.853846154,1.000000000,0.870588235,1.000000000,0.884615385,0.976923077,0.000000000,0.884615385,0.800000000,0.984615385,1.000000000,1.000000000,0.862244898,0.876923077,1.000000000,0.955739972,1.000000000,0.940983607,1.000000000,1.000000000,1.000000000,1.000000000,0.838461538,0.884615385,0.884615385,1.000000000,0.905797101,1.000000000,1.000000000,1.000000000,0.796875000,1.000000000,1.000000000,0.892537313,1.000000000,1.000000000,0.830769231,0.867052023,0.883408072,0.817204301,0.900000000,0.869230769,0.856481481,0.875000000,0.892307692,0.861538462,0.856250000,0.863387978,0.858369099,0.869230769,1.000000000,0.953846154,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.884615385,1.000000000,1.000000000,0.847560976,0.907692308,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.884615385,0.892307692,1.000000000,1.000000000,1.000000000
rag_generation_gate.py,1.000000000,1.000000000,0.923913043,0.910179641,0.966101695,0.859375000,0.762711864,0.932075472,0.892857143,0.881818182,0.822580645,0.864077670,0.828125000,0.983963345,0.728813559,0.900662252,1.000000000,0.836065574,0.854838710,0.820895522,0.835820896,0.913294798,0.762711864,1.000000000,0.847457627,1.000000000,1.000000000,1.000000000,1.000000000,0.854368932,0.952830189,0.838709677,1.000000000,0.830508475,0.889705882,0.840909091,1.000000000,0.945312500,1.000000000,0.840000000,0.887096774,0.930379747,0.905797101,0.847457627,0.900000000,0.854838710,0.921787709,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.936936937,0.926701571,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.868421053,0.917241379,0.864406780,0.902777778,1.000000000,0.900763359,0.908256881,0.930232558,0.808823529,0.877551020,0.890000000,1.000000000,0.905882353,1.000000000,0.745762712,0.966101695,0.884615385,0.000000000,0.867469880,0.966101695,1.000000000,1.000000000,0.928571429,0.909090909,1.000000000,0.980636238,1.000000000,0.975409836,1.000000000,1.000000000,1.000000000,1.000000000,0.830508475,0.796610169,0.864406780,1.000000000,0.927536232,1.000000000,1.000000000,1.000000000,0.906250000,1.000000000,1.000000000,0.952238806,1.000000000,1.000000000,0.826666667,0.919075145,0.946188341,0.919354839,0.813559322,0.830508475,0.930555556,0.939393939,0.816666667,0.890109890,0.906250000,0.923497268,0.935622318,0.887755102,1.000000000,0.898305085,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.830508475,1.000000000,1.000000000,0.890243902,0.870967742,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.794117647,0.846774194,1.000000000,1.000000000,1.000000000
recite_long.py,1.000000000,1.000000000,0.869565217,0.898203593,0.927710843,0.855421687,0.867469880,0.898113208,0.830357143,0.836363636,0.855421687,0.815533981,0.867469880,0.969072165,0.855421687,0.867549669,1.000000000,0.831325301,0.843373494,0.831325301,0.819277108,0.872832370,0.855421687,1.000000000,0.819277108,1.000000000,1.000000000,1.000000000,1.000000000,0.873786408,0.946540881,0.827956989,1.000000000,0.855421687,0.852941176,0.818181818,1.000000000,0.886718750,1.000000000,0.855421687,0.867469880,0.873417722,0.862318841,0.855421687,0.875000000,0.831325301,0.910614525,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.905405405,0.890052356,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.850877193,0.868965517,0.843373494,0.867469880,1.000000000,0.862595420,0.899082569,0.866279070,0.819277108,0.857142857,0.810000000,1.000000000,0.876470588,1.000000000,0.867469880,0.963855422,0.800000000,0.867469880,0.000000000,0.975903614,1.000000000,1.000000000,0.913265306,0.909090909,1.000000000,0.973720609,1.000000000,0.963934426,1.000000000,1.000000000,1.000000000,1.000000000,0.807228916,0.879518072,0.807228916,1.000000000,0.876811594,1.000000000,1.000000000,1.000000000,0.880208333,1.000000000,1.000000000,0.928358209,1.000000000,1.000000000,0.855421687,0.878612717,0.919282511,0.892473118,0.807228916,0.819277108,0.898148148,0.909090909,0.855421687,0.835164835,0.875000000,0.890710383,0.884120172,0.857142857,1.000000000,0.939759036,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.807228916,1.000000000,1.000000000,0.859756098,0.891566265,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.843373494,0.854838710,1.000000000,1.000000000,1.000000000
refresh_report_v2_index.py,1.000000000,1.000000000,0.978260870,0.988023952,0.916666667,0.968750000,0.950000000,0.992452830,0.982142857,0.981818182,0.967741935,0.980582524,0.968750000,0.997709049,0.944444444,0.986754967,1.000000000,0.967213115,0.967741935,0.970149254,0.970149254,0.988439306,0.951219512,1.000000000,0.963636364,1.000000000,1.000000000,1.000000000,1.000000000,0.980582524,0.993710692,0.978494624,1.000000000,0.964285714,0.985294118,0.977272727,1.000000000,0.992187500,1.000000000,0.973333333,0.951612903,0.987341772,0.985507246,0.925925926,0.987500000,0.967741935,0.988826816,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990990991,0.989528796,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.982456140,0.986206897,0.957446809,0.972222222,1.000000000,0.984732824,0.981651376,0.988372093,0.970588235,0.979591837,0.980000000,1.000000000,0.988235294,1.000000000,0.959183673,0.857142857,0.984615385,0.966101695,0.975903614,0.000000000,1.000000000,1.000000000,0.989795918,0.981818182,1.000000000,0.997233748,1.000000000,0.996721311,1.000000000,1.000000000,1.000000000,1.000000000,0.961538462,0.958333333,0.959183673,1.000000000,0.985507246,1.000000000,1.000000000,1.000000000,0.989583333,1.000000000,1.000000000,0.994029851,1.000000000,1.000000000,0.973333333,0.988439306,0.991031390,0.989247312,0.948717949,0.960784314,0.990740741,0.992424242,0.966666667,0.978021978,0.987500000,0.983606557,0.991416309,0.979591837,1.000000000,0.904761905,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.953488372,1.000000000,1.000000000,0.987804878,0.967741935,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.970588235,0.983870968,1.000000000,1.000000000,1.000000000
refresh_v31_0p8b_full_damage_reports.sh,0.996168582,0.995689655,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.970588235,1.000000000,1.000000000,1.000000000,1.000000000,0.962264151,1.000000000,1.000000000,1.000000000,0.959183673,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.852941176,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941176471,0.989690722,0.984063745,0.960784314,0.941176471,0.941176471,1.000000000,1.000000000,0.945454545,0.939393939,0.941176471,0.976190476,0.967391304,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.970588235,0.957264957,1.000000000,1.000000000,1.000000000,1.000000000,0.937500000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.888888889,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0.529411765,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.957446809,0.956989247,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.970588235,0.970588235,1.000000000,1.000000000,0.947368421,0.970588235,1.000000000,0.970588235,0.882352941,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.971428571,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.957142857,0.914285714,1.000000000,1.000000000,0.943396226,0.965909091,0.966292135,0.970588235,0.971428571,0.970588235,1.000000000,1.000000000,0.970588235,0.970588235,0.972972973
refresh_v31_reports.sh,0.996168582,0.995689655,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.939393939,1.000000000,1.000000000,1.000000000,1.000000000,0.943396226,1.000000000,1.000000000,1.000000000,0.948979592,1.000000000,1.000000000,1.000000000,0.969696970,1.000000000,0.787878788,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.939393939,0.979381443,0.976095618,0.921568627,0.939393939,0.939393939,1.000000000,1.000000000,0.945454545,0.909090909,0.909090909,0.976190476,0.956521739,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.969696970,0.940170940,1.000000000,1.000000000,1.000000000,1.000000000,0.921875000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.888888889,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.529411765,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.969696970,0.957446809,0.946236559,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.969696970,0.969696970,1.000000000,1.000000000,0.947368421,0.939393939,1.000000000,0.969696970,0.878787879,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.914285714,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.942857143,0.914285714,1.000000000,1.000000000,0.924528302,0.954545455,0.955056180,0.969696970,0.971428571,0.969696970,1.000000000,1.000000000,0.939393939,0.969696970,0.972972973
render_programmer_walkthrough.py,1.000000000,1.000000000,0.943877551,0.826530612,0.989795918,0.933673469,0.948979592,0.856603774,0.841836735,0.857142857,0.918367347,0.872448980,0.923469388,0.941580756,0.954081633,0.857142857,1.000000000,0.918367347,0.928571429,0.887755102,0.887755102,0.857142857,0.938775510,1.000000000,0.923469388,1.000000000,1.000000000,1.000000000,1.000000000,0.862244898,0.858490566,0.862244898,1.000000000,0.928571429,0.852040816,0.908163265,1.000000000,0.847656250,1.000000000,0.908163265,0.918367347,0.836734694,0.862244898,0.959183673,0.836734694,0.903061224,0.852040816,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.878378378,0.882653061,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.872448980,0.867346939,0.954081633,0.933673469,1.000000000,0.841836735,0.897959184,0.857142857,0.908163265,0.877551020,0.897959184,1.000000000,0.857142857,1.000000000,0.938775510,0.994897959,0.862244898,0.928571429,0.913265306,0.989795918,1.000000000,1.000000000,0.000000000,0.867346939,1.000000000,0.923928077,1.000000000,0.916393443,1.000000000,1.000000000,1.000000000,1.000000000,0.938775510,0.938775510,0.954081633,1.000000000,0.887755102,1.000000000,1.000000000,1.000000000,0.877551020,1.000000000,1.000000000,0.847761194,1.000000000,1.000000000,0.908163265,0.877551020,0.860986547,0.877551020,0.943877551,0.913265306,0.879629630,0.848484848,0.948979592,0.908163265,0.882653061,0.887755102,0.858369099,0.892857143,1.000000000,0.964285714,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.923469388,1.000000000,1.000000000,0.857142857,0.938775510,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.923469388,0.862244898,1.000000000,1.000000000,1.000000000
report_pdf_v2.py,1.000000000,1.000000000,0.927272727,0.868263473,0.981818182,0.909090909,0.936363636,0.916981132,0.901785714,0.918181818,0.881818182,0.909090909,0.890909091,0.971363116,0.954545455,0.874172185,1.000000000,0.900000000,0.900000000,0.863636364,0.872727273,0.884393064,0.927272727,1.000000000,0.909090909,1.000000000,1.000000000,1.000000000,1.000000000,0.872727273,0.924528302,0.872727273,1.000000000,0.881818182,0.875000000,0.909090909,1.000000000,0.898437500,1.000000000,0.881818182,0.900000000,0.873417722,0.862318841,0.954545455,0.881250000,0.872727273,0.882681564,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.900900901,0.863874346,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.868421053,0.868965517,0.936363636,0.918181818,1.000000000,0.870229008,0.918181818,0.883720930,0.863636364,0.890909091,0.909090909,1.000000000,0.888235294,1.000000000,0.918181818,0.990909091,0.876923077,0.909090909,0.909090909,0.981818182,1.000000000,1.000000000,0.867346939,0.000000000,1.000000000,0.954356846,1.000000000,0.960655738,1.000000000,1.000000000,1.000000000,1.000000000,0.936363636,0.909090909,0.945454545,1.000000000,0.905797101,1.000000000,1.000000000,1.000000000,0.890625000,1.000000000,1.000000000,0.931343284,1.000000000,1.000000000,0.881818182,0.855491329,0.901345291,0.892473118,0.927272727,0.890909091,0.902777778,0.916666667,0.927272727,0.918181818,0.887500000,0.896174863,0.905579399,0.918181818,1.000000000,0.936363636,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.900000000,1.000000000,1.000000000,0.890243902,0.918181818,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.909090909,0.903225806,1.000000000,1.000000000,1.000000000
